sector,hora,timestamp,zona,tramo,consumo_base_m3,consumo_proyectado_m3,multiplicador_llm,confianza_llm,variacion_pct,alerta,p85_historico,p15_historico,factores_activos
1 CIUDAD JARDÍN,11,2026-04-28 11:00:00,ZONA_NORTE,manana,10.991,10.991,1.0,0.85,0.0,🟢 NORMAL,42.81,21.7,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,12,2026-04-28 12:00:00,ZONA_NORTE,manana,0.1,0.1,1.0,0.85,0.0,🟢 NORMAL,38.515,19.02,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,13,2026-04-28 13:00:00,ZONA_NORTE,manana,0.1,0.1,1.0,0.85,0.0,🟢 NORMAL,36.189,21.967,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,14,2026-04-28 14:00:00,ZONA_NORTE,tarde,38.603,38.603,1.0,0.85,0.0,🟢 NORMAL,45.236,27.459,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,15,2026-04-28 15:00:00,ZONA_NORTE,tarde,14.364,14.364,1.0,0.85,0.0,🟢 NORMAL,40.713,24.713,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,16,2026-04-28 16:00:00,ZONA_NORTE,tarde,11.002,11.002,1.0,0.85,0.0,🟢 NORMAL,31.665,19.221,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,17,2026-04-28 17:00:00,ZONA_NORTE,tarde,20.266,20.266,1.0,0.85,0.0,🟢 NORMAL,27.142,16.475,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,18,2026-04-28 18:00:00,ZONA_NORTE,tarde,11.002,11.002,1.0,0.85,0.0,🟢 NORMAL,31.665,19.221,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,19,2026-04-28 19:00:00,ZONA_NORTE,tarde,14.364,14.364,1.0,0.85,0.0,🟢 NORMAL,40.713,24.713,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,20,2026-04-28 20:00:00,ZONA_NORTE,tarde,44.913,44.913,1.0,0.85,0.0,🟢 NORMAL,49.76,30.205,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,21,2026-04-28 21:00:00,ZONA_NORTE,tarde,47.529,47.529,1.0,0.85,0.0,🟢 NORMAL,54.283,32.95,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,22,2026-04-28 22:00:00,ZONA_NORTE,noche,12.638,12.598,0.9969,0.85,-0.31,🟢 NORMAL,40.713,24.713,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,23,2026-04-28 23:00:00,ZONA_NORTE,noche,10.495,10.462,0.9969,0.85,-0.31,🟢 NORMAL,31.665,19.221,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALIPARK DL,0,2026-04-28 00:00:00,ZONA_CENTRO,noche,6.935,6.752,0.9735,0.85,-2.65,🟢 NORMAL,1.408,1.141,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,1,2026-04-28 01:00:00,ZONA_CENTRO,noche,6.984,6.8,0.9735,0.85,-2.65,🟢 NORMAL,9.55,7.6,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,2,2026-04-28 02:00:00,ZONA_CENTRO,noche,6.39,6.221,0.9735,0.85,-2.65,🟢 NORMAL,9.122,7.4,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,3,2026-04-28 03:00:00,ZONA_CENTRO,noche,6.39,6.221,0.9735,0.85,-2.65,🟢 NORMAL,8.45,7.0,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,4,2026-04-28 04:00:00,ZONA_CENTRO,noche,5.963,5.806,0.9735,0.85,-2.65,🟢 NORMAL,8.1,6.55,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,5,2026-04-28 05:00:00,ZONA_CENTRO,noche,13.111,12.764,0.9735,0.85,-2.65,🟢 NORMAL,9.5,6.15,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,6,2026-04-28 06:00:00,ZONA_CENTRO,manana,9.234,9.016,0.9764,0.85,-2.36,🟢 NORMAL,8.9,5.8,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,7,2026-04-28 07:00:00,ZONA_CENTRO,manana,10.255,10.012,0.9764,0.85,-2.36,🟢 NORMAL,10.1,7.065,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,8,2026-04-28 08:00:00,ZONA_CENTRO,manana,12.576,12.28,0.9764,0.85,-2.36,🟢 NORMAL,11.925,7.9,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,9,2026-04-28 09:00:00,ZONA_CENTRO,manana,16.221,15.838,0.9764,0.85,-2.36,🟢 NORMAL,13.45,10.6,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,10,2026-04-28 10:00:00,ZONA_CENTRO,manana,0.1,0.098,0.9764,0.85,-2.36,🟢 NORMAL,13.0,11.15,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,11,2026-04-28 11:00:00,ZONA_CENTRO,manana,10.557,10.308,0.9764,0.85,-2.36,🟢 NORMAL,12.05,10.15,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,12,2026-04-28 12:00:00,ZONA_CENTRO,manana,9.686,9.457,0.9764,0.85,-2.36,🟢 NORMAL,10.8,8.75,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,13,2026-04-28 13:00:00,ZONA_CENTRO,manana,20.949,20.455,0.9764,0.85,-2.36,🟢 NORMAL,14.081,11.41,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,14,2026-04-28 14:00:00,ZONA_CENTRO,tarde,22.658,22.237,0.9814,0.85,-1.86,🟢 NORMAL,15.489,12.55,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,15,2026-04-28 15:00:00,ZONA_CENTRO,tarde,20.949,20.559,0.9814,0.85,-1.86,🟢 NORMAL,14.081,11.41,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,16,2026-04-28 16:00:00,ZONA_CENTRO,tarde,11.769,11.55,0.9814,0.85,-1.86,🟢 NORMAL,12.673,10.268,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,17,2026-04-28 17:00:00,ZONA_CENTRO,tarde,11.769,11.55,0.9814,0.85,-1.86,🟢 NORMAL,12.673,10.268,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,18,2026-04-28 18:00:00,ZONA_CENTRO,tarde,20.949,20.559,0.9814,0.85,-1.86,🟢 NORMAL,14.081,11.41,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,19,2026-04-28 19:00:00,ZONA_CENTRO,tarde,22.658,22.237,0.9814,0.85,-1.86,🟢 NORMAL,15.489,12.55,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,20,2026-04-28 20:00:00,ZONA_CENTRO,tarde,12.185,11.958,0.9814,0.85,-1.86,🟢 NORMAL,12.673,10.268,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,21,2026-04-28 21:00:00,ZONA_CENTRO,tarde,7.967,7.819,0.9814,0.85,-1.86,🟢 NORMAL,8.449,6.846,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,22,2026-04-28 22:00:00,ZONA_CENTRO,noche,7.54,7.34,0.9735,0.85,-2.65,🟢 NORMAL,7.04,5.704,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,23,2026-04-28 23:00:00,ZONA_CENTRO,noche,7.54,7.34,0.9735,0.85,-2.65,🟢 NORMAL,4.224,3.423,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALTOZANO,0,2026-04-28 00:00:00,ZONA_NORTE,noche,37.554,37.436,0.9969,0.85,-0.31,🟢 NORMAL,37.267,34.54,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,1,2026-04-28 01:00:00,ZONA_NORTE,noche,55.457,55.282,0.9969,0.85,-0.31,🟢 NORMAL,55.895,42.755,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,2,2026-04-28 02:00:00,ZONA_NORTE,noche,49.598,49.442,0.9969,0.85,-0.31,🟢 NORMAL,47.755,38.407,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,3,2026-04-28 03:00:00,ZONA_NORTE,noche,48.212,48.061,0.9969,0.85,-0.31,🟢 NORMAL,43.044,37.844,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,4,2026-04-28 04:00:00,ZONA_NORTE,noche,43.331,43.194,0.9969,0.85,-0.31,🟢 NORMAL,41.338,36.698,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,5,2026-04-28 05:00:00,ZONA_NORTE,noche,27.842,27.754,0.9969,0.85,-0.31,🟢 NORMAL,38.215,32.517,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,6,2026-04-28 06:00:00,ZONA_NORTE,manana,41.507,41.507,1.0,0.85,0.0,🟢 NORMAL,43.637,34.253,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,7,2026-04-28 07:00:00,ZONA_NORTE,manana,49.548,49.548,1.0,0.85,0.0,🟢 NORMAL,49.416,37.538,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,8,2026-04-28 08:00:00,ZONA_NORTE,manana,57.98,57.98,1.0,0.85,0.0,🟢 NORMAL,62.226,42.825,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,9,2026-04-28 09:00:00,ZONA_NORTE,manana,52.46,52.46,1.0,0.85,0.0,🟢 NORMAL,68.795,55.373,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,10,2026-04-28 10:00:00,ZONA_NORTE,manana,8.942,8.942,1.0,0.85,0.0,🟢 NORMAL,70.382,62.872,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,11,2026-04-28 11:00:00,ZONA_NORTE,manana,53.421,53.421,1.0,0.85,0.0,🟢 NORMAL,67.23,57.659,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,12,2026-04-28 12:00:00,ZONA_NORTE,manana,56.469,56.469,1.0,0.85,0.0,🟢 NORMAL,62.072,49.027,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,13,2026-04-28 13:00:00,ZONA_NORTE,manana,116.767,116.767,1.0,0.85,0.0,🟢 NORMAL,59.627,55.264,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,14,2026-04-28 14:00:00,ZONA_NORTE,tarde,63.456,63.456,1.0,0.85,0.0,🟢 NORMAL,74.535,69.08,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,15,2026-04-28 15:00:00,ZONA_NORTE,tarde,57.46,57.46,1.0,0.85,0.0,🟢 NORMAL,67.081,62.172,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 1.0, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
